Wed 2021-06-23,13:40:52,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:40:49,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:40:46,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:40:22,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:24:16,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:42,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:39,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:36,0003277110003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:33,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:30,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:27,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:24,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:21,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:15,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:02,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:06:50,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,21:25:58,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,21:19:53,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:19:38,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:19:33,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:19:26,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:18:52,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:18:42,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:01:12,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:54:51,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:54:41,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:51:16,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:17:57,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:51:53,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:41:43,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:41:39,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:39:33,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:16:36,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:09:01,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:08:57,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:08:49,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:07:39,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:52,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:50,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:45,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:42,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:40:11,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:40:08,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:40:05,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:39:56,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:39:29,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:35:27,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:23:41,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,17:53:08,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,17:32:06,0004543798, Unknown ID,DENIED 
Tue 2021-06-22,17:31:38,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,17:31:18,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:09,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:06,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:03,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:00,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:40:33,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:19:19,0003277114, Unknown ID,DENIED 
